Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Training and Development,28.03.2018,5100969608,£500.00,Griffin Care Limited
Manchester City Council,Adult Social Care,Training and Development,28.03.2018,5100969445,£893.74,Chancellors Hotel & Conf Centre
Manchester City Council,Adult Social Care,Rents,28.03.2018,1905991985,£750.00,Happy Homes Uk Ltd
Manchester City Council,Adult Social Care,Rents,28.03.2018,1905992292,£750.00,Belvoir Lettings
Manchester City Council,Adult Social Care,Rents,28.03.2018,1905992321,£675.00,Jade Residential
Manchester City Council,Adult Social Care,Rents,28.03.2018,1905991986,£525.00,Jade Residential
Manchester City Council,Adult Social Care,Transport Coach Hire,28.03.2018,5100969618,"£4,125.00",D.J. Minibus Travel
Manchester City Council,Adult Social Care,Transport Coach Hire,28.03.2018,5100969574,"£1,350.00",Exec-Coach Services
Manchester City Council,Adult Social Care,Equipment,28.03.2018,5100969674,£546.19,Eps Supplies Ltd
Manchester City Council,Adult Social Care,Furniture,28.03.2018,5100969907,"£1,908.00",H Jenkinson & Co Ltd.
Manchester City Council,Adult Social Care,Furniture,28.03.2018,5100969908,"£1,736.64",H Jenkinson & Co Ltd.
Manchester City Council,Adult Social Care,Professional fees,28.03.2018,5100968049,"£17,169.00",Independent Life Solutions
Manchester City Council,Adult Social Care,Professional fees,28.03.2018,5100968058,"£6,000.00",Independent Life Solutions
Manchester City Council,Adult Social Care,Professional fees,28.03.2018,5100968533,£630.00,Ncc Services Limited
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,28.03.2018,1905991982,£713.50,Redacted Personal Information
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905975265,"£2,772.66",East Cheshire NHS Trust
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905974310,"£2,326.08",East Cheshire NHS Trust
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905984278,"£1,981.00",Virgin Care Servs Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905974311,"£1,579.80",East Cheshire NHS Trust
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905975264,"£1,162.80",East Cheshire NHS Trust
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905975284,"£1,078.42",Imperial College H/Care NHS Trust
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905984275,£775.00,Virgin Care Servs Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905975263,£678.04,Chelsea & Westminster Hosp NHSFT
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905974305,£600.00,"Barking , Havering & Redbridge NHST"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28.03.2018,1905984273,£507.00,Virgin Care Servs Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969513,"£10,000.00",Manchester Bangladeshi Womens Organ
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969510,"£9,998.00",Manchester Refugee Support Network
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969512,"£9,934.50",Manchester Deaf Centre Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969518,"£7,962.25",Manchester Mind
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969511,"£7,799.50",Manchester Rape Crisis Line.
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969514,"£7,305.25",Manchester Action On Street Health
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100966666,"£6,395.58",Manchester Mind
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969507,"£6,250.00",Faith Network 4 Manchester
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969516,"£6,091.50",Saheli
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969520,"£5,756.25",Black Health Agency
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969517,"£5,700.80",Awaaz Manchester
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100966663,"£5,373.25",Manchester Mind
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969508,"£5,350.00",Somali Adult Social Care Agency
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969515,"£4,677.50",Albert Kennedy Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969519,"£4,000.00",WASA LGBT
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100966668,"£2,916.60",Manchester Mind
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.03.2018,5100969521,£519.90,Brighter Beginnings (Cheetham)
Manchester City Council,Adult Social Care,Payments for services,28.03.2018,5100969495,"£6,767.25",Cedar House School
Manchester City Council,Adult Social Care,Payments for services,28.03.2018,5100969536,"£4,698.75",OYY Lubavitch Boys School
Manchester City Council,Adult Social Care,Payments for services,28.03.2018,5100969427,"£3,961.00",Turning Point
Manchester City Council,Adult Social Care,Payments for services,28.03.2018,5100969431,"£1,631.00",Turning Point
Manchester City Council,Adult Social Care,Payments for services,28.03.2018,5100969429,"£1,200.00",Teaching Personnel Ltd
Manchester City Council,Adult Social Care,Payments for services,28.03.2018,5100966743,"-£1,631.00",Turning Point
Manchester City Council,Adult Social Care,Supporting People Payments,28.03.2018,5100969368,"£2,896.80",Barnardo's North West
Manchester City Council,Adult Social Care,Personal needs of client,28.03.2018,5100966268,"£5,097.00",Connevans Ltd
Manchester City Council,Adult Social Care,Compensation Payments,28.03.2018,1905993179,"£4,042.00",H M Revenues and Customs
Manchester City Council,Corporate Services,Vehicle Hire Costs,28.03.2018,1905992715,"£2,614.54",City Car Club Ltd
Manchester City Council,Corporate Services,Vehicle Hire Costs,28.03.2018,1905992714,"£2,351.11",City Car Club Ltd
Manchester City Council,Corporate Services,Vehicle Hire Costs,28.03.2018,1905992802,"£1,959.26",City Car Club Ltd
Manchester City Council,Corporate Services,Vehicle Hire Costs,28.03.2018,1700079416,"-£2,351.11",City Car Club Ltd
Manchester City Council,Corporate Services,Vehicle Hire Costs,28.03.2018,1700079417,"-£2,614.54",City Car Club Ltd
Manchester City Council,Corporate Services,Professional fees,28.03.2018,5100963793,"£19,320.00",Turner & Townsend Project
Manchester City Council,Corporate Services,Professional fees,28.03.2018,5100969553,"£16,560.00",Turner & Townsend Project
Manchester City Council,Housing General Fund,Building Works,28.03.2018,5100969455,"£54,491.37",One Manchester Limited
Manchester City Council,Housing General Fund,Building Works,28.03.2018,1905993226,"£23,636.64",Abensons Solicitors
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,28.03.2018,5100969534,"£214,791.08",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,28.03.2018,5100969532,"£125,488.18",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,28.03.2018,5100969543,"£112,033.19",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,28.03.2018,5100969535,"£110,165.26",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,28.03.2018,5100969544,"£64,333.66",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,28.03.2018,5100969531,"£5,751.00",Stannah Lift Services Ltd
Manchester City Council,Chief Executives,Agency staff provision,28.03.2018,5100969539,"£26,926.77",Cadence Resourcing Ltd
Manchester City Council,Chief Executives,Agency staff provision,28.03.2018,5100969354,"£9,371.35",Eden Brown Synergy
Manchester City Council,Chief Executives,Agency staff provision,28.03.2018,5100969546,"£2,427.35",Michael Page International
Manchester City Council,Chief Executives,Agency staff provision,28.03.2018,5100969351,"£1,369.05",Eden Brown Synergy
Manchester City Council,Chief Executives,Training and Development,28.03.2018,5100969457,"£1,594.20",Coachingworks4me Ltd
Manchester City Council,Chief Executives,Payments to Sub-Contractors,28.03.2018,5100969600,"£1,319.55",Redacted Personal Information
Manchester City Council,Chief Executives,Equipment Operating Lease,28.03.2018,5100969899,"£62,734.92",Ricoh UK Ltd.
Manchester City Council,Chief Executives,Equipment Operating Lease,28.03.2018,5100969897,£639.66,Ricoh UK Ltd.
Manchester City Council,Chief Executives,Printing,28.03.2018,5100969589,"£4,960.00",Browns CTP Ltd
Manchester City Council,Chief Executives,Printing,28.03.2018,5100969741,"£4,420.00",Astra Signs
Manchester City Council,Chief Executives,Printing,28.03.2018,5100969740,"£1,980.00",Neopost Ltd (Consumables)
Manchester City Council,Chief Executives,Printing,28.03.2018,5100969739,"£1,030.00",Astra Signs
Manchester City Council,Chief Executives,Printing,28.03.2018,5100969738,£990.00,Astra Signs
Manchester City Council,Chief Executives,Professional fees,28.03.2018,5100968517,"£3,000.00",PA Consulting
Manchester City Council,Chief Executives,Mobilephone Charges,28.03.2018,1905992791,"£82,515.18",EE / Orange
Manchester City Council,Chief Executives,Mobilephone Charges,28.03.2018,1905992792,"£82,515.18",EE / Orange
Manchester City Council,Chief Executives,Mobilephone Charges,28.03.2018,1905992795,"£26,689.69",EE / Orange
Manchester City Council,Chief Executives,Mobilephone Charges,28.03.2018,1905992797,"£1,537.55",EE / Orange
Manchester City Council,Chief Executives,I T Provision,28.03.2018,5100969896,"£9,165.00",Ricoh UK Ltd.
Manchester City Council,Chief Executives,I T Provision,28.03.2018,5100969891,"£3,900.00",Ricoh UK Ltd.
Manchester City Council,Chief Executives,I T Provision,28.03.2018,5100969895,"£3,185.00",Ricoh UK Ltd.
Manchester City Council,Chief Executives,I T Provision,28.03.2018,5100969890,"£3,900.00",Ricoh UK Ltd.
Manchester City Council,Chief Executives,Advertising,28.03.2018,5100969537,"£1,695.00",TES Global Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28.03.2018,5100969437,"£9,048.56",SOCOTEC UK Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28.03.2018,5100969523,"£4,675.00",Keelagher Okey Associates Ltd t/a
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,28.03.2018,5100969619,"£218,547.33",Manchester Working Ltd
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,28.03.2018,5100969808,£943.48,Alliance Disposables Ltd
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,28.03.2018,5100969273,"£1,960.00",Arboricultural Services Treework
Manchester City Council,Regeneration Finance,Furniture,28.03.2018,5100969906,"£17,919.02",H Jenkinson & Co Ltd.
Manchester City Council,Regeneration Finance,Furniture,28.03.2018,5100969549,£928.00,Supply My Office Ltd
Manchester City Council,Regeneration Finance,Professional fees,28.03.2018,5100969597,"£3,250.00",Manchester Professional
Manchester City Council,Regeneration Finance,Professional fees,28.03.2018,5100969593,"£2,513.00",Manchester Professional
Manchester City Council,Regeneration Finance,Professional fees,28.03.2018,5100969598,"£2,500.00",Manchester Professional
Manchester City Council,Regeneration Finance,Professional fees,28.03.2018,5100969564,"£1,250.00",Manchester Professional
Manchester City Council,Regeneration Finance,Professional fees,28.03.2018,5100969586,"£1,250.00",Manchester Professional
Manchester City Council,Regeneration Finance,Professional fees,28.03.2018,5100969583,"-£1,250.00",Manchester Professional
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,28.03.2018,1700079418,"-£2,041.10",Redacted Personal Information
Manchester City Council,Highways Services,Equipment,28.03.2018,5100968403,£952.42,Amey Highways Lighting (Manchester)
Manchester City Council,Highways Services,Building Materials for direct delivery,28.03.2018,5100969395,"£1,037.50",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,28.03.2018,5100969399,£731.16,TARMAC
Manchester City Council,Highways Services,Payments to Sub-Contractors,28.03.2018,5100968384,"£31,369.00",Amey Highways Lighting (Manchester)
Manchester City Council,Highways Services,Payments to Sub-Contractors,28.03.2018,5100968380,"£13,200.00",Amey Highways Lighting (Manchester)
Manchester City Council,Highways Services,Payments to Sub-Contractors,28.03.2018,5100968520,"£1,205.86",Amey Highways Lighting (Manchester)
Manchester City Council,Highways Services,Hire of Equipment,28.03.2018,5100969526,"£11,229.00",NSL Ltd
